id,lat,lon,name,ref:FR:STIF,FIXME,source:position
StopPoint:Node:1769798556,48.9105703,2.511602,Victor Hugo – Jean Moulin,,,
StopPoint:Node:1769798577,48.9108136,2.5118206,Victor Hugo – Jules Guesde,,,
StopPoint:Node:1769798581,48.910595,2.5131484,Victor Hugo – Jean Moulin,,,
StopPoint:Node:1769811970,48.9122433,2.5229384,Chanzy — Église Saint-Michel,,,
StopPoint:Node:1769811972,48.9123132,2.5221925,,,,
StopPoint:Node:1769811981,48.9119709,2.523106,Chanzy — Église Saint-Michel,,,
StopPoint:Node:1769811994,48.9118167,2.5199504,Chanzy,,,
StopPoint:Node:1769846579,49.1430455,1.9807327,Place Peyron,,,
StopPoint:Node:1769947270,48.9307582,2.4825107,,,,
StopPoint:Node:1770250708,48.6940221,1.856472,,,,
StopPoint:Node:1770366909,48.8324853,2.4033357,,,,
StopPoint:Node:1770604995,48.8154482,2.1463981,Jacques Lemercier,,,
StopPoint:Node:1770604996,48.8161597,2.1452634,Jean Jaurès,,,
StopPoint:Node:1770654190,48.9027661,2.3583252,,,,
StopPoint:Node:1770654192,48.9028232,2.3591233,Pont Hainguerlot,,,
StopPoint:Node:1770654321,48.9170912,2.3571753,,,,
StopPoint:Node:1770654323,48.9172715,2.3579368,,,,
StopPoint:Node:1770654338,48.9217831,2.3576001,Cornillon Sud,,,
StopPoint:Node:1770681277,48.9763862,1.5397659,,,,
StopPoint:Node:1771262962,48.8483822,2.407689,,,,
StopPoint:Node:1771263035,48.8489761,2.4042789,Square Sarah Bernhardt,,,
StopPoint:Node:1771543678,48.8383355,2.4711188,,,,
StopPoint:Node:1771543737,48.8588974,2.5289838,,,,
StopPoint:Node:1771578461,48.960141,3.2364076,,,,
StopPoint:Node:1771578466,48.9604222,3.2364659,,,,
StopPoint:Node:1772700123,48.8872453,2.3133637,Pont Cardinet,,,opendata.paris.fr - 04/2011
StopPoint:Node:1774947411,48.9929815,1.7294714,Place du Temple,,,
StopPoint:Node:1774951077,48.992752,1.7423458,Rue de La Chasse,,,
StopPoint:Node:1774951082,48.9927248,1.7424691,Rue de La Chasse,,,
StopPoint:Node:1774954510,48.9885301,1.7374912,Docteur Roux,,,
StopPoint:Node:1774954565,48.9887295,1.7346945,Coutures,,,
StopPoint:Node:1774954790,48.9899804,1.7333499,Baudry,,,
StopPoint:Node:1774954981,48.9951204,1.7310714,Chaponnerie,,,
StopPoint:Node:1774955646,48.9930034,1.7433579,Basses Meunières,,,
StopPoint:Node:1774966186,48.9901071,1.753563,Carrefour,,,
StopPoint:Node:1776301816,48.8629352,3.3347086,,,,
StopPoint:Node:1776313420,48.883422,2.4979637,Cimetière de Villemomble,,,
StopPoint:Node:1776317357,48.4331405,2.4536109,,,,
StopPoint:Node:1776317358,48.4332419,2.4532933,,,,
StopPoint:Node:1776468915,48.8295934,2.4773455,Champigny–Camping International,,,
StopPoint:Node:1776554304,48.4408225,2.4596721,,,,
StopPoint:Node:1776554305,48.4410471,2.4599453,,,,
StopPoint:Node:1776915791,48.1814723,2.7706959,,,,
StopPoint:Node:1777319430,48.8298202,2.2956776,Georges Brassens,24113,,
StopPoint:Node:1778338272,48.9357633,2.5153378,Kennedy – Charcot,,,
StopPoint:Node:1778338283,48.9391579,2.5127321,,,,
StopPoint:Node:1778354808,48.8828133,2.5152066,Rue de Neuilly,,,
StopPoint:Node:1778354824,48.8818523,2.5213328,Boulevard André,,,
StopPoint:Node:1778354830,48.8826314,2.5165826,,,,
StopPoint:Node:1778354847,48.8826586,2.5257597,Gagny RER,,,
StopPoint:Node:1778354887,48.8819477,2.5211734,Boulevard André,,,
StopPoint:Node:1778359727,48.8796678,2.5250289,Avenue Lucie,,,
StopPoint:Node:1778425025,48.876376,2.5255955,Lycée Georges Clemenceau,,,
StopPoint:Node:1778481277,48.8834392,2.490726,Les Marnaudes,,,
StopPoint:Node:1778481279,48.8775319,2.4845289,Van Derheyden,,,
StopPoint:Node:1778481283,48.883245,2.4905978,Les Marnaudes,,,
StopPoint:Node:1778481285,48.8842962,2.4853836,Bois-Perrier Nord,,,
StopPoint:Node:1778481290,48.8737829,2.48294,,,,
StopPoint:Node:1778481291,48.8844938,2.4849196,Bois-Perrier Nord,,,
StopPoint:Node:1778512816,48.8709905,2.470073,Fort de Rosny,,,
StopPoint:Node:1778512914,48.8710626,2.4696846,Fort de Rosny,,,
StopPoint:Node:1778512981,48.8688732,2.4617775,Nouvelle France,,,
StopPoint:Node:1778513117,48.8689085,2.4616353,Nouvelle France,,,
StopPoint:Node:1778513121,48.8676134,2.4581431,Édouard Branly,,,
StopPoint:Node:1778526015,48.8672341,2.4566625,Édouard Branly,,,
StopPoint:Node:1778547854,48.8624665,2.4416581,Mairie de Montreuil,,,
StopPoint:Node:1780250400,48.8849901,2.4808217,Chemin de Bondy,,,
StopPoint:Node:1780250442,48.885117,2.4811571,Chemin de Bondy,,,
StopPoint:Node:1781570167,48.9123345,2.2955786,Place Voltaire,,,
StopPoint:Node:1781570182,48.910844,2.2913321,,,,
StopPoint:Node:1781570230,48.9122489,2.2962382,Place Voltaire,,,
StopPoint:Node:1781570268,48.9123514,2.2956091,Place Voltaire,,,
StopPoint:Node:1781570271,48.9125595,2.2956349,Place Voltaire,,,
StopPoint:Node:1783358120,48.8357529,2.4747505,Place du Général Leclerc,,,
StopPoint:Node:1783383504,48.8347313,2.471552,Nogent-sur-Marne RER,,,
StopPoint:Node:1783383507,48.8351,2.4715805,Nogent-sur-Marne RER,,,
StopPoint:Node:1783400564,48.9127933,2.2968583,Place Voltaire,,,
StopPoint:Node:1783410031,48.8510176,2.5050867,Jules Ferry,,,
StopPoint:Node:1783784052,48.8573352,2.5321571,Place de la Résistance,,,
StopPoint:Node:1784002208,48.8894834,2.5122852,Gare du Raincy—Villemomble—Montfermeil,,,
StopPoint:Node:1784413395,48.9367814,2.3709169,,,,
StopPoint:Node:1784828311,48.798573,2.4220944,Dolet-Zola,,,
StopPoint:Node:1784964066,48.9092969,2.5502471,La Lorette,,,
StopPoint:Node:1784976403,48.9063914,2.5236749,République — Marx Dormoy,,,
StopPoint:Node:1785131564,48.8361038,2.2782056,Balard,24103,,
StopPoint:Node:1785132453,48.8380959,2.2711056,Pont du Garigliano,24102,,
StopPoint:Node:1785271485,48.8512796,2.3764602,Ledru-Rollin - Faubourg Saint-Antoine,,,
StopPoint:Node:1785271533,48.8514561,2.3756984,Ledru-Rollin - Faubourg Saint-Antoine,,,
StopPoint:Node:1785271555,48.8509337,2.3755804,Ledru-Rollin - Faubourg Saint-Antoine,,,
StopPoint:Node:1785271575,48.8517401,2.3764776,Ledru-Rollin - Faubourg Saint-Antoine,,,opendata.paris.fr - 04/2011
StopPoint:Node:1786378487,48.7837012,2.3461017,Centre Commercial,,,
StopPoint:Node:1786378491,48.7829556,2.3446365,Centre Commercial,,,
StopPoint:Node:1786798508,48.6900579,2.1195918,Maupertuis,,,
StopPoint:Node:1786798512,48.690098,2.1196508,Moc Souris,,,
StopPoint:Node:1787007194,48.8784231,2.1428776,Patte d'Oie,,,
StopPoint:Node:1787092282,48.5732197,2.3586241,,,,
StopPoint:Node:1787131117,48.5281678,2.7573512,,,,
StopPoint:Node:1787131118,48.5282272,2.7573586,,,,
StopPoint:Node:1788326098,48.5545515,2.9530573,,,,
StopPoint:Node:1788509805,48.7230343,2.0931422,Joseph Lemarchand,,,
StopPoint:Node:1788509806,48.7209751,2.097487,Victor Hugo,,,
StopPoint:Node:1788509807,48.719683,2.0890771,Les 25 Arpents,,,
StopPoint:Node:1788509808,48.7187642,2.1018948,Le Buisson,,,
StopPoint:Node:1788510761,48.724489,2.0929735,Boulangerie,,,
StopPoint:Node:1788511955,48.7147354,2.0855925,Beauplan,,,
StopPoint:Node:1788513476,48.7213559,2.0968528,Victor Hugo,,,
StopPoint:Node:1788513477,48.7198395,2.0888029,Les 25 Arpents,,,
StopPoint:Node:1788513478,48.7182264,2.1015106,Le Buisson,,,
StopPoint:Node:1788572983,48.8652556,2.5117895,Kennedy – Renouillères,,,
StopPoint:Node:1788573002,48.8653835,2.5115614,Kennedy – Renouillères,,,
StopPoint:Node:1788594618,48.8814737,2.5120017,Hoche,,,
StopPoint:Node:1788836269,48.7942318,2.2663384,Cimetière,,,
StopPoint:Node:1789919536,48.5862537,2.2211317,Trévoix,,,
StopPoint:Node:1789920401,48.7534859,2.505842,Boissy-Saint-Léger RER,,,
StopPoint:Node:1790262897,48.5301813,2.225625,,,,
StopPoint:Node:1790529060,48.7535538,2.9070967,,,,
StopPoint:Node:1790675030,48.9030892,2.2900786,,,,
StopPoint:Node:1790675033,48.9029842,2.2899769,,,,
StopPoint:Node:1790680298,48.9067126,2.2856979,,,,
StopPoint:Node:1792383230,48.9249315,2.3742356,,,,
StopPoint:Node:1792383884,48.9259631,2.3737886,,,,
StopPoint:Node:1792383890,48.926371,2.3735589,,,,
StopPoint:Node:1792385825,48.927073,2.3669903,,,,
StopPoint:Node:1792387394,48.9221494,2.3689093,,,,
StopPoint:Node:1792441804,48.9219907,2.3734499,,,,
StopPoint:Node:1792441806,48.9220323,2.3741322,,,,
StopPoint:Node:1794546369,48.7832125,1.9939168,Base de Loisirs,,,
StopPoint:Node:1794595660,48.807537,2.1877145,,,,
StopPoint:Node:1794680625,48.1787926,2.7350673,,,,
StopPoint:Node:1795149239,48.8265385,2.2196937,Parc de Saint-Cloud,,,
StopPoint:Node:1795149258,48.8272213,2.2233427,Musée de Sèvres,,,
StopPoint:Node:1795149271,48.8279274,2.2247937,Musée de Sèvres,,,
StopPoint:Node:1795157228,48.8242063,2.208247,,,,
StopPoint:Node:1795157229,48.82313,2.2094692,Marché Saint-Romain,,,
StopPoint:Node:1795157360,48.8231397,2.2111706,Place du Théâtre Marché Saint-Romain,,,
StopPoint:Node:1795158171,48.825852,2.205707,,,,
StopPoint:Node:1795317137,48.7890081,2.2336693,Tapis Vert,,,
StopPoint:Node:1796119059,48.264509,2.6791408,,,,
StopPoint:Node:1796119161,48.270981,2.6803399,,,,
StopPoint:Node:1796119165,48.2644268,2.6778936,,,,
StopPoint:Node:1796119202,48.2699654,2.6785073,,,,
StopPoint:Node:1796119237,48.2672782,2.6853126,Gare Foljuif,,,
StopPoint:Node:1796119245,48.2631734,2.6809674,,,,
StopPoint:Node:1796119249,48.2674514,2.6854011,Gare Foljuif,,,
StopPoint:Node:1796119295,48.2645715,2.6779608,,,,
StopPoint:Node:1796119348,48.2633126,2.6808388,,,,
StopPoint:Node:1796119394,48.2698242,2.6759651,Centre Commercial,,,
StopPoint:Node:1796119406,48.2663689,2.685757,Fontaine Sèche,,,
StopPoint:Node:1796119431,48.2662337,2.6858572,Fontaine Sèche,,,
StopPoint:Node:1796119573,48.2644786,2.6790389,,,,
StopPoint:Node:1796355865,48.8218897,1.9028552,Chatron,5860,,
StopPoint:Node:1796371285,48.8139802,1.9033017,Place Mancest,,,
StopPoint:Node:1798131805,48.8012794,2.1619596,Edouard Branly,,,
StopPoint:Node:1798131808,48.801338,2.1632584,Pierre Édouard,,,
StopPoint:Node:1798131810,48.8019715,2.1593791,Prés aux Bois,4249,,
StopPoint:Node:1798131816,48.8022853,2.1589476,Prés aux Bois,4248,,
StopPoint:Node:1798131818,48.8027767,2.1657157,Président Doumer,,,
StopPoint:Node:1798131838,48.8039736,2.1691231,Gabriel Péri,,,
StopPoint:Node:1798131871,48.8041803,2.1772056,Grâce de Dieu,,,
StopPoint:Node:1798131896,48.8055622,2.1839115,Pointe de Chaville,,,
StopPoint:Node:1798131905,48.8059311,2.1847383,Pointe de Chaville,,,
StopPoint:Node:1798131909,48.8074345,2.1468716,,,,
StopPoint:Node:1798131916,48.8083949,2.1870433,Puits sans Vin,,,
StopPoint:Node:1798131939,48.8093474,2.1890098,Puits Sans Vin,,,
StopPoint:Node:1798131940,48.8095111,2.1888848,Puits Sans Vin,,,
StopPoint:Node:1798131941,48.8110868,2.191784,Cours Général De Gaulle,,,
StopPoint:Node:1798131944,48.8136736,2.1924754,Atrium,,,
StopPoint:Node:1798676625,48.8082711,1.9090702,,,,
StopPoint:Node:1799347205,48.8731209,2.2018752,Les Géraniums,,,
StopPoint:Node:1799347206,48.8734102,2.201792,Les Géraniums,,,
StopPoint:Node:1799599369,48.8595675,2.2144613,Val d'Or,,,
StopPoint:Node:1799628427,48.8191969,2.2295476,Gare de Bellevue,,,
StopPoint:Node:1799961694,48.9178675,2.7615063,Jablines Mairie,,,
StopPoint:Node:1799961696,48.9179985,2.7636088,,,,
StopPoint:Node:1799961728,48.9308303,2.7176302,,,,
StopPoint:Node:1799961736,48.9476397,2.4927638,,,,
StopPoint:Node:1799961741,48.9483803,2.5173237,Schuman,,,
StopPoint:Node:1799961743,48.9496469,2.5171831,Schweitzer,,,
StopPoint:Node:1799961746,48.9535679,2.5108581,,,,
StopPoint:Node:1799961748,48.9605629,2.5031021,,,,
StopPoint:Node:1799961759,48.9613137,2.5048637,,,,
StopPoint:Node:1799961761,48.9615299,2.5058539,,,,
StopPoint:Node:1799961765,48.9628544,2.5171836,,,,
StopPoint:Node:1799961827,49.168257,1.9759641,Place,,,
StopPoint:Node:1800398546,48.8721584,2.1984006,Rue de la Paix,,,
StopPoint:Node:1800398566,48.8720455,2.1985319,Rue de la Paix,24506,,
StopPoint:Node:1800525101,49.0464642,2.0238925,Rond-Point du Chêne,,,
StopPoint:Node:1800679664,48.5510023,2.2771813,,,,
StopPoint:Node:1800679666,48.5510277,2.2773063,,,,
StopPoint:Node:1801027348,48.868143,2.1923652,Dunant,,,
StopPoint:Node:1801027349,48.867514,2.1977511,Lieutenant-Colonel de Montbrison,,,
StopPoint:Node:1801027350,48.8679022,2.1937157,Dunant,,,
StopPoint:Node:1801027351,48.8671911,2.1985893,Lieutenant-Colonel de Montbrison,,,
StopPoint:Node:1801065793,48.9358784,2.3315689,,,,
StopPoint:Node:1801065795,48.9368397,2.3245811,,,,
StopPoint:Node:1801433958,48.8096313,2.1862526,Sécurité Sociale,,,
StopPoint:Node:1801602825,48.8088443,2.1349399,Reine Gare Rive Droite,,,
StopPoint:Node:1801602834,48.8122761,2.1436871,Richard Mique,4205,,
StopPoint:Node:1801602836,48.8123673,2.1435624,Richard Mique,4204,,
StopPoint:Node:1801602856,48.8134288,2.1389036,General Mangin,4332,,
StopPoint:Node:1801602881,48.8149289,2.1291388,Place de la Loi,34625,,
StopPoint:Node:1801602884,48.8150749,2.1284331,Place de la Loi,4123,,
StopPoint:Node:1801602885,48.8191164,2.1266401,,,,
StopPoint:Node:1801602886,48.8229044,2.1266755,Redingote,4097,,
StopPoint:Node:1801602887,48.8238492,2.1260582,Pottier,4096,,
StopPoint:Node:1801602888,48.8239537,2.1255988,Pottier,4095,,
StopPoint:Node:1801602889,48.825766,2.1224217,Jasmin,,,
StopPoint:Node:1802611045,48.9473088,2.16436,,,,
StopPoint:Node:1802611602,48.9469953,2.1639858,,,,
StopPoint:Node:1803217194,48.9280244,2.3700666,Rû de Montfort,,,
StopPoint:Node:1803217196,48.9282509,2.3696452,Rû de Montfort,,,
StopPoint:Node:1803826950,48.7929075,2.1192534,Ponts et Chaussées,,,
StopPoint:Node:1803826957,48.7929669,2.1192065,Ponts et Chaussées,,,
StopPoint:Node:1803852461,48.8194704,2.1458222,Maréchal Haig,,,
StopPoint:Node:1803852462,48.8191336,2.1389504,Place Laboulaye,,,
StopPoint:Node:1803852463,48.8192483,2.1389793,Place Laboulaye,,,
StopPoint:Node:1803852464,48.8202574,2.1414028,Place de la Paix,,,
StopPoint:Node:1803852465,48.8203275,2.1414006,Place de la Paix,,,
StopPoint:Node:1803852466,48.824072,2.1439551,Résidence Sans Souci,20231,,
StopPoint:Node:1803852467,48.824202,2.143853,Résidence Sans Souci,20255,,
StopPoint:Node:1804882117,48.8517513,2.278963,Radio France – Pont de Grenelle,,,opendata.paris.fr - 04/2011
StopPoint:Node:1804882119,48.8509347,2.2779927,Radio France – Pont de Grenelle,,,opendata.paris.fr - 04/2011
StopPoint:Node:1804966874,48.829489,2.1743985,,,,
StopPoint:Node:1805532983,48.6264448,2.4394196,Institut de Biologie,,,
StopPoint:Node:1807245076,48.8209182,2.1181948,Stade Michaux,4094,,
StopPoint:Node:1807245099,48.8211395,2.1175912,Stade Michaux,4093,,
StopPoint:Node:1807245481,48.8278571,2.1210739,Charles Péguy,,,
StopPoint:Node:1807245503,48.8280786,2.1216425,Charles Péguy,,,
StopPoint:Node:1808060686,48.9413829,2.3216471,Parc Départemental,,,
StopPoint:Node:1808060693,48.942559,2.3187984,,,,
StopPoint:Node:1808060718,48.9606249,2.3264463,Les Trois Communes,,,
StopPoint:Node:1808060720,48.9666113,2.3180955,Place de la Barre,,,
StopPoint:Node:1808060722,48.9722131,2.3166914,,,,
StopPoint:Node:1808060724,48.9829213,2.3166581,,,,
StopPoint:Node:1808060727,48.9846669,2.3217194,,,,
StopPoint:Node:1808060731,48.9851232,2.3961962,,,,
StopPoint:Node:1808060739,48.9860392,2.4119618,,,,
StopPoint:Node:1808060743,48.9876103,2.378927,Mozart - Malesherbes,38753,,
StopPoint:Node:1808060757,48.9911058,2.3724353,Théodore Bullier,38788,,
StopPoint:Node:1808060759,48.9914161,2.3696193,,,,
StopPoint:Node:1808060760,48.9928713,2.3306228,,,,
StopPoint:Node:1808060763,48.9958368,2.3470592,,,,
StopPoint:Node:1808060764,48.9958849,2.3510927,,,,
StopPoint:Node:1809213256,48.80915,2.1299741,Musée Lambinet,,,
StopPoint:Node:1809361231,48.9421709,2.505136,Arts,,,
StopPoint:Node:1809361232,48.9422422,2.5050009,Arts,,,
StopPoint:Node:1809867980,48.7789284,2.2145038,Liaison Inovel Sud,,,
StopPoint:Node:1810194114,48.7106691,2.4853482,Grange au Bois,19919,,
StopPoint:Node:1810195953,48.7112482,2.488551,Henri Barbusse,,,
StopPoint:Node:1810199484,48.7146785,2.4897332,C.E.C.,,,
StopPoint:Node:1810202470,48.7157432,2.4903718,C.E.C.,17284,,
StopPoint:Node:1810209536,48.7151744,2.4934969,Preventorium,,,
StopPoint:Node:1810226885,48.7158589,2.4791188,Lethumière,17304,,
StopPoint:Node:1810633893,48.780085,2.3236109,Maréchal de Lattre,,,
StopPoint:Node:1810633895,48.7802141,2.3233239,Maréchal de Lattre,,,
StopPoint:Node:1810647118,48.6137276,2.4715136,Corbeil Essonne-Gare RER,,,
StopPoint:Node:1810647119,48.6236294,2.451379,Le Bras de Fer RER,,,
StopPoint:Node:1810647120,48.6237767,2.4509098,Gare du Bras de Fer RER,,,
StopPoint:Node:1810647122,48.6320987,2.4337583,Les Galants Courts,,,
StopPoint:Node:1810647130,48.6350971,2.3205639,Rue Berlioz,,,
StopPoint:Node:1810647131,48.6277254,2.4466238,Saint-Exupéry,,,
StopPoint:Node:1810647132,48.6282094,2.4464937,Saint-Exupéry,,,
StopPoint:Node:1813258445,48.894289,2.1944425,Stalingtrad,,,
StopPoint:Node:1813480252,48.7813015,2.3185422,Institut Notre-Dame,,,
StopPoint:Node:1813480253,48.7818639,2.3174448,Insitut Notre-Dame,,,
StopPoint:Node:1813494473,48.7774992,2.3309187,Commissariat de L'Haÿ-les-Roses,,,
StopPoint:Node:1813494476,48.7777334,2.331266,Commissariat de L'Haÿ-les-Roses,,,
StopPoint:Node:1815078378,48.8764488,2.4133227,Chassagnole,25125,,opendata.paris.fr - 04/2011
StopPoint:Node:1817302191,48.8275724,1.9713181,Alfa Parc,419360,,
StopPoint:Node:1817618747,48.540404,2.6236563,Gare du Mée-sur-Seine,,,
StopPoint:Node:1817618783,48.5426513,2.6302035,Bréau,,,
StopPoint:Node:1817618830,48.5405123,2.6235074,Gare du Mée-sur-Seine,,,
StopPoint:Node:1817631475,48.5441116,2.6402465,Croix Blanche,,,
StopPoint:Node:1817657767,48.5460765,2.621492,GMF,,,
StopPoint:Node:1817788454,48.5333604,2.6165943,Z.A.C. des Uzelles,,,
StopPoint:Node:1817788492,48.5327974,2.615398,Z.A.C. des Uzelles,,,
StopPoint:Node:1817838800,48.5395396,2.6408119,Montagne du Mée,,,
StopPoint:Node:1817838803,48.5395795,2.6401185,Montagne du Mée,,,
StopPoint:Node:1817838804,48.5432919,2.6342284,Sorbiers,,,
StopPoint:Node:1817838811,48.5429918,2.6338422,Sorbiers,,,
StopPoint:Node:1817838829,48.5373693,2.6230907,Giono,,,
StopPoint:Node:1817838864,48.5438539,2.6267425,Molière,,,
StopPoint:Node:1817838866,48.5395999,2.6365633,Vercors,,,
StopPoint:Node:1817838869,48.5442677,2.6261497,Molière,,,
StopPoint:Node:1817838872,48.5395618,2.6444543,Charmettes,,,
StopPoint:Node:1817838893,48.5418401,2.6360476,André Fenez,,,
StopPoint:Node:1817838900,48.5394228,2.6371681,Vercors,,,
StopPoint:Node:1817838902,48.54276,2.629646,Bréau,,,
StopPoint:Node:1817838906,48.5414237,2.6362575,André Fenez,,,
StopPoint:Node:1817852588,48.534683,2.6251319,Ferme,,,
StopPoint:Node:1817852593,48.534576,2.6290895,Lyve,,,
StopPoint:Node:1817852600,48.5345244,2.6291069,Lyve,,,
StopPoint:Node:1817852604,48.535222,2.624918,Ferme,,,
StopPoint:Node:1817852605,48.534068,2.6329659,Lavoir,,,
StopPoint:Node:1817858205,48.52822,2.6227806,Les Uzelles,,,
StopPoint:Node:1817858206,48.5283231,2.623057,Les Uzelles,,,
StopPoint:Node:1817860373,48.5468137,2.63783,Pierre Percée,,,
StopPoint:Node:1817860376,48.5466264,2.6370328,Pierre Percée,,,
StopPoint:Node:1817866923,48.5484222,2.644351,Plein Ciel,,,
StopPoint:Node:1817866929,48.5485493,2.6445457,Plein Ciel,,,
StopPoint:Node:1817866975,48.54712,2.639731,Bir Hakeim,,,
StopPoint:Node:1817866978,48.5471129,2.6395064,Bir Hakeim,,,
StopPoint:Node:1817873643,48.5498853,2.6577217,Trois Horloges,,,
StopPoint:Node:1817873645,48.5498755,2.6570632,Trois Horloges,,,
StopPoint:Node:1817873646,48.5505691,2.6573438,Trois Horloges,,,
StopPoint:Node:1817873647,48.5506274,2.6478123,Beauregard,,,
StopPoint:Node:1817873650,48.5505404,2.6473335,Beauregard,,,
StopPoint:Node:1817875375,48.5511902,2.6619422,Branly,,,
StopPoint:Node:1817875376,48.5510704,2.6618215,Branly,,,
StopPoint:Node:1818339869,48.7523895,2.3454739,Les Antes,,,
StopPoint:Node:1818339870,48.7526664,2.3453636,Les Antes,,,
StopPoint:Node:1819592203,48.5322305,2.6582129,Place Chapu,,,
StopPoint:Node:1820410301,48.8180322,1.9442044,Marché,5955;13922,,
StopPoint:Node:1820411434,48.8283126,1.9454543,Abel Guyet,5785,,
StopPoint:Node:1820411464,48.8279939,1.945402,Abel Guyet,5784,,
StopPoint:Node:1820460736,48.812014,2.1270539,Berthier,,,
StopPoint:Node:1820540850,48.8722678,2.137512,Augier,,,
StopPoint:Node:1820540851,48.872437,2.1380308,Augier,,,
StopPoint:Node:1820540852,48.8339172,2.1292037,Bel Air,,,
StopPoint:Node:1820540853,48.8340183,2.1290108,Bel Air,,,
StopPoint:Node:1820540854,48.835383,2.1293775,Bel Air,,,
StopPoint:Node:1820540855,48.8760439,2.1297913,Chemin de Ronde,,,
StopPoint:Node:1820540857,48.8412811,2.1310932,Grande Terrasse,,,
StopPoint:Node:1820540860,48.8801198,2.1480555,La Roseraie,,,
StopPoint:Node:1820540862,48.8663251,2.1374444,Pont de Bougival,,,
StopPoint:Node:1820540863,48.862567,2.1394663,Poste de Bougival,,,
StopPoint:Node:1820540864,48.8631628,2.1396361,Poste de Bougival,,,
StopPoint:Node:1820540865,48.838636,2.1298411,Puits d'Angle,,,
StopPoint:Node:1820540867,48.8809678,2.1442105,Verdun,,,
StopPoint:Node:1821967163,48.8715165,2.3434427,Grands Boulevards,,,opendata.paris.fr - 04/2011
StopPoint:Node:1821967193,48.8718185,2.3415958,Grands Boulevards,,,
StopPoint:Node:1822082626,48.8708978,2.3472731,Poissonnière - Bonne Nouvelle,,,opendata.paris.fr - 04/2011
StopPoint:Node:1822082685,48.8700491,2.3513952,,,,opendata.paris.fr - 04/2011
StopPoint:Node:1822876547,48.8046799,2.3663473,Groupe Scolaire Pasteur,,,
StopPoint:Node:1822876551,48.805784,2.3642256,Dauphin-RN7,,,
StopPoint:Node:1822895545,48.8046463,2.369574,Henri Barbusse,,,
StopPoint:Node:1822895549,48.8033443,2.371194,Émile Zola,,,
StopPoint:Node:1822940999,48.7952826,2.3669776,Villejuif – Paul Vaillant-Couturier,,,
StopPoint:Node:1822941016,48.7991414,2.3697563,Beaumarchais,,,
StopPoint:Node:1822941021,48.7969046,2.3712798,Clèment-Bizet,,,
StopPoint:Node:1822954620,48.7924169,2.3665804,Guynemer–Place des Fusillés,,,
StopPoint:Node:1823083143,48.7776828,2.3550054,Les Dahlias,,,
StopPoint:Node:1823083144,48.7838911,2.354575,Les Lozaits,,,
StopPoint:Node:1823083146,48.7804136,2.3553395,Youri Gagarine,,,
StopPoint:Node:1823360958,48.9970601,2.1752102,Chataigners,,,
StopPoint:Node:1823360959,48.9972507,2.1753655,Chataigners,,,
StopPoint:Node:1824978316,48.749134,2.3508215,Général de Gaulle,,,
StopPoint:Node:1824978317,48.7473958,2.350126,Mairie de Rungis,,,
StopPoint:Node:1824978318,48.7504262,2.3473295,Place Louis XIII,,,
StopPoint:Node:1824978319,48.7505062,2.3473491,Place Louis XIII,,,
StopPoint:Node:1824978320,48.7405276,2.352689,Rungis–La Fraternelle RER,,,
StopPoint:Node:1824978321,48.7460893,2.354293,Robert Schuman,,,
StopPoint:Node:1824978322,48.7469519,2.3517248,Traversière,,,
StopPoint:Node:1824978323,48.7470595,2.3516178,Traversière,,,
StopPoint:Node:1824978324,48.7459499,2.3544089,Robert Schuman,,,
StopPoint:Node:1825743682,48.8787287,2.6142237,Chelles 2,,,
StopPoint:Node:1825743725,48.8784228,2.6146658,Chelles 2,,,
StopPoint:Node:1825743734,48.8783505,2.6130189,Chelles 2,,,
StopPoint:Node:1825743736,48.8775548,2.6086548,Rue du Chelléen,,,
StopPoint:Node:1825743743,48.8783283,2.6079821,Rue du Chelléen,,,
StopPoint:Node:1825743788,48.8799423,2.614103,Lumière,,,
StopPoint:Node:1825743815,48.8791493,2.6135123,Chelles 2,,,
StopPoint:Node:1825743820,48.8788876,2.6135263,Chelles 2,,,
StopPoint:Node:1825805690,48.8630914,2.4637083,Nouvelle France,,,
StopPoint:Node:1825805725,48.8636342,2.4670155,Les Ruffins,,,
StopPoint:Node:1825805728,48.8630085,2.4636493,Nouvelle France,,,
StopPoint:Node:1825816719,48.8725784,2.4846724,,,,
StopPoint:Node:1825816784,48.8705071,2.4848222,Rosny-sous-Bois RER,,,
StopPoint:Node:1826077133,48.644949,2.0749942,Monument,,,
StopPoint:Node:1827138881,48.8758612,2.339289,Carrefour de Châteaudun,,position à préciser,
StopPoint:Node:1827138883,48.8763673,2.3398734,Carrefour de Châteaudun,,,
StopPoint:Node:1827357920,48.8476843,2.2741123,Pont Mirabeau,8443,,opendata.paris.fr - 04/2011
StopPoint:Node:1827981855,48.9425258,2.4865335,Adolphe Petrement,,,
StopPoint:Node:1827981856,48.9602614,2.4887418,André Citroën Visiteurs,,,
StopPoint:Node:1827981859,48.9552817,2.4810948,O'Parinor – Louis Armand,,,
StopPoint:Node:1827981861,48.9549297,2.4806383,Rond-Point Louis Armand,,,
StopPoint:Node:1827981865,48.9421076,2.4754019,,,,
StopPoint:Node:1827981871,48.9433404,2.4844221,Piscine,,,
StopPoint:Node:1827981872,48.9438117,2.4725166,,,,
StopPoint:Node:1827981875,48.9443127,2.4722393,,,,
StopPoint:Node:1827981885,48.9457856,2.470767,,,,
StopPoint:Node:1827981888,48.9478382,2.4675782,,,,
